id,brand,car_model,type,desc,problem,datetime,status
481287,奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 尊贵型,奇瑞瑞虎8停车时提示P挡故障4S店无法解决,"B96,",2020-06-06,处理反馈
481285,一汽红旗,红旗HS5,2019款 2.0T 智联旗享版,一汽红旗HS5高速及大风天气A柱漏风,"H144,",2020-06-06,信息审核
481284,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L车灯正下方缝隙处漆面脱落,"H81,",2020-06-06,信息审核
481282,一汽-大众,速腾,2018款 1.6L 自动 舒适型,一汽大众速腾购买新车无备胎售后不予处理,"O354,",2020-06-06,处理反馈
481281,上汽大众,凌渡,2018款 280TSI 双离合 舒适版,上汽大众凌渡车内异味导致头晕恶心,"H185,H121,",2020-06-06,信息审核
481279,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5发动机盖漏水导致涡轮增压器锈蚀,"H79,H109,",2020-06-06,处理反馈
481277,江铃汽车,驭胜S350,2016款 2.4T 自动 两驱 柴油 豪华版 5座,江铃驭胜S350变速箱换挡时有异响	,"B33,",2020-06-06,信息审核
481276,上汽大众,朗逸,2017款 1.6L 自动 风尚版,上汽大众朗逸四条韩泰轮胎开裂影响驾驶	,"F100,",2020-06-06,信息审核
481275,一汽丰田,RAV4荣放,2020款 2.5L CVT 四驱 精英版 双擎,一汽丰田RAV4荣放机油增多希望厂家处理,"A339,",2020-06-06,信息审核
481272,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳四个尾灯灯罩无故开裂,"H168,H220,",2020-06-06,用户评分
481271,华晨宝马,宝马3系,2016款 320Li 时尚型,华晨宝马3系油箱漏油要求厂家提供补偿,"H75,",2020-06-06,信息审核
481269,东风英菲尼迪,英菲尼迪QX50,2015款 2.5L 悦享版,东风英菲尼迪QX50座椅加热开关故障,"H101,H67,H169,",2020-06-06,信息审核
481267,吉利汽车,帝豪GL,2019款 1.4T CVT 精英智享版,吉利帝豪GL后排座椅底部有烤糊现象,"H68,",2020-06-06,处理反馈
481266,吉利汽车,帝豪GS,2016款 1.8L 手动 领尚型 优雅版,吉利帝豪GS底盘支架及后备箱边角生锈,"H79,",2020-06-06,处理反馈
481264,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身及车内多处位置异响,"H164,H15,",2020-06-06,处理反馈
481257,北京现代,名图,2017款 1.8L 自动 尊贵型 DLX 国V,北京现代名图后背箱缝隙大且油漆脱落,"H81,",2020-06-06,信息审核
481255,东风雪铁龙,雪铁龙C4L,2014款 1.8L 手动 智驱版 劲享型,东风雪铁龙C4L空调故障希望厂家处理问题,"H101,H110,",2020-06-06,处理反馈
481254,上汽大众,途昂,2017款 530 V6 四驱 至尊旗舰版,上汽大众途昂前大灯进水厂家拒绝更换	,"H88,",2020-06-06,信息审核
481252,一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 运动型 国V,一汽大众奥迪A4L天窗漏水存在质量问题,"H90,",2020-06-06,信息审核
481244,比亚迪,比亚迪F0,2011款 F0尚酷版 1.0 手动 尚酷型,比亚迪F0底盘生锈严重存在质量问题,"H79,",2020-06-06,用户评分
481243,广汽丰田,凯美瑞,2012款 凯美瑞·骏瑞 2.0S 自动 耀动版,广汽丰田凯美瑞空调不制冷希望厂家处理,"H101,",2020-06-06,处理反馈
481242,上汽大众,途安,2011款 1.4TSI DSG 智雅版 5座,上汽大众途安变速箱漏顿挫多次维修未解决,"B33,B19,B22,B95,B96,J298,",2020-06-06,处理反馈
481239,星途,星途LX,2019款 1.6T 星尊版,星途LX中控影音系统电流声大厂家未解决,"H134,H146,M279,",2020-06-06,信息审核
481238,长城汽车,长城C30,2016款 1.5L 手动 豪华型,长城C30佳通轮胎鼓包开裂厂家推诿未解决,"F100,F39,",2020-06-06,处理反馈
481237,吉利汽车,博瑞,2017款 2.4L 舒适型,吉利博瑞发动机烧机油存在质量问题,"A63,",2020-06-06,处理反馈
481236,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机卡顿多功能方向盘按键失灵,"H134,",2020-06-06,处理反馈
481232,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4中控台异响 A柱及B柱异响,"H93,H15,",2020-06-06,用户评分
481231,上汽大众,凌渡,2017款 230TSI DSG 风尚版,上汽大众凌渡发动机噪音大 变速箱异响,"A38,B33,E43,",2020-06-06,信息审核
481228,长安铃木,维特拉,2016款 1.4T 自动 四驱 旗舰型,长安铃木维特拉空调进气口附近生锈,"H79,",2020-06-06,厂家受理
481227,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞机油增多有浓烈的汽油味,"A339,",2020-06-06,处理反馈
481225,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统卡顿操作版本与宣传不符,"H134,L314,M279,",2020-06-06,处理反馈
481223,上汽集团,名爵ZS,2017款 1.5L 自动 精英版,上汽名爵ZS发动机多部件生锈希望厂家处理,"H79,",2020-06-06,处理反馈
481220,东风标致,标致5008,2017款 380THP 无界版 7座,东风标致5008刹车盘异常磨损希望厂家处理,"E47,",2020-06-06,处理反馈
481219,领克汽车,领克02,2019款 1.5T DCT 两驱 劲Pro版 国VI,领克02倒车无影像更换摄像头未解决问题,"H134,",2020-06-06,处理反馈
481212,上汽大众,朗逸,2017款 1.6L 自动 风尚版,上汽大众朗逸四条韩泰轮胎老化龟裂,"F100,",2020-06-06,厂家受理
481210,一汽丰田,RAV4荣放,2015款 2.0L CVT 两驱都市版,一汽丰田RAV4荣放右前侧半轴防尘套漏油,"G51,",2020-06-06,信息审核
481209,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹ABC柱异响 方向盘异响,"D59,H15,",2020-06-06,处理反馈
481208,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度停放一段时间再启动发动机异响,"A9,",2020-06-06,处理反馈
481204,上汽斯柯达,昕锐,2018款 1.6L 自动 舒适版,斯柯达昕锐安全气囊故障 发动机故障,"A34,H103,",2020-06-06,信息审核
481202,吉利汽车,星越,2020款 350T 驭星者AWD,吉利星越车机系统卡顿与宣传不符,"H134,M279,",2020-06-06,处理反馈
481201,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国VI,上汽大众凌渡行驶粗糙路面时车内异响,"H164,",2020-06-06,信息审核
481200,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机卡顿存在销售欺诈行为,"H134,M279,",2020-06-06,处理反馈
481198,吉利汽车,帝豪GL,2019款 1.4T CVT 尊贵智享型,吉利帝豪GL后排座椅垫子有破损现象,"H169,",2020-06-06,用户评分
481196,奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 豪华型,奇瑞瑞虎8变速箱漏油维修后未解决,"B22,",2020-06-06,用户评分
481195,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞强制购买保险且少开发票金额,"K325,",2020-06-06,处理反馈
481192,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜升级后动力弱油耗高厂家未回复,"A38,A163,A85,I294,Q323,",2020-06-06,信息审核
481191,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹两侧B柱异响 仪表台异响,"H93,H15,",2020-06-06,处理反馈
481190,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身B柱C柱异响严重,"H164,H15,",2020-06-06,信息审核
481188,广汽丰田,雷凌,2019款 双擎 1.8H CVT 豪华版 国V,广汽丰田雷凌机油增多希望厂家处理问题,"A339,",2020-06-06,处理反馈
481187,奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 豪华型,奇瑞瑞虎8更新多媒体系统后无法换歌,"H134,",2020-06-06,处理反馈
481184,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹中控台异响希望厂家处理问题,"H93,",2020-06-06,处理反馈
481183,一汽-大众奥迪,奥迪Q5,2017款 Plus 40 TFSI 进取型,一汽大众奥迪Q5发动机漏油存在安全隐患,"A12,",2020-06-06,信息审核
481181,上汽大众,途观L,2019款 330TSI 自动 两驱 全景舒适版 国V,上汽大众途观L漆面有凸起污点厂家未回复,"H81,I294,",2020-06-06,信息审核
481179,一汽-大众奥迪,奥迪A3,2018款 Limousine 1.4T 时尚型 30周年年型,一汽大众奥迪A3后排空调出风口无导风管道,"M279,",2020-06-06,信息审核
481177,一汽奔腾,奔腾B30,2017款 1.6L 自动 尊享型,奔腾B30发动机熄火希望厂家处理问题,"A14,",2020-06-06,信息审核
481175,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾上坡辅助功能与宣传不符,"H170,M279,",2020-06-06,处理反馈
481173,吉利汽车,帝豪,2018款 1.5L CVT 向上互联版,吉利帝豪底盘异响仪表开裂座椅鼓包,"G56,H176,H155,H169,O348,",2020-06-06,处理反馈
481171,上汽集团,名爵6,2019款 20T 自动 Trophy 竞技版+运动尾排竞速套装,上汽名爵6变速箱顿挫售后拖延未解决,"B19,I282,",2020-06-06,处理反馈
481169,广汽丰田,凯美瑞,2019款 双擎 2.5HG 豪华版 国VI,广汽丰田凯美瑞发动机有机油增多现象,"A339,",2020-06-06,处理反馈
481168,东风日产,天籁,2019款 2.0L XL 舒适版,东风日产天籁方向盘异响厂家未解决问题,"D59,",2020-06-06,处理反馈
481166,一汽大众,捷达VS5,2019款 280TSI 手动 悦享型,捷达VS5车窗升降失灵售后服务网店少,"H67,O326,",2020-06-06,处理反馈
481165,一汽-大众,速腾,2019款 200TSI DSG 时尚型 国VI,一汽大众速腾变速箱漏油低速抖动严重,"B22,B95,",2020-06-06,处理反馈
481159,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机系统卡顿要求免费更换,"H134,",2020-06-06,处理反馈
481158,上汽通用五菱,五菱宏光,2019款 1.5L S 基本型 L2B,上汽通用五菱宏光经消商未安装原厂中控钥匙,"N319,",2020-06-06,处理反馈
481156,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞行驶中发动机失去动力,"A255,",2020-06-06,处理反馈
481155,东风日产,阳光,2011款 1.5L CVT XE 舒适版,东风日产阳光行驶时变速箱故障灯亮,"B96,",2020-06-06,处理反馈
481154,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹A柱B柱及中控异响,"H72,H93,H15,",2020-06-06,处理反馈
481153,众泰汽车,众泰E200,2016款 纯电动 三门两座科技版,众泰E200正常行驶中动力突然缺失,"A255,",2020-06-06,信息审核
481152,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内异响严重影响安全驾驶,"H164,H15,",2020-06-06,处理反馈
481150,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜有脏点及水渍印,"H82,",2020-06-06,处理反馈
481149,上汽集团,名爵HS,2018款 20T 自动 两驱 荷尔蒙劲取版 国V,上汽名爵HS电瓶亏电停放3天无法启动,"H146,",2020-06-06,处理反馈
481148,一汽奔腾,奔腾T77,2019款 230 TID 自动 尊享型 国V,一汽奔腾T77发动机及变速箱故障灯亮,"A34,B96,B334,B27,",2020-06-06,信息审核
481145,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹中控台及ABC柱异响,"H93,H15,",2020-06-06,处理反馈
481141,一汽马自达,阿特兹,2018款 2.0L 蓝天豪华版 国VI,一汽马自达阿特兹怠速时方向盘明显抖动,"D80,H79,",2020-06-06,信息审核
481139,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,马自达阿特兹B柱异响维修后A柱及C柱异响,"H15,",2020-06-06,处理反馈
481138,东风日产,逍客,2019款 2.0L CVT 智享版,东风日产逍客发动机故障灯亮维修后未解决,"A34,",2020-06-06,处理反馈
481135,领克汽车,领克01,2017款 2.0T 自动 两驱 型 Pro,领克01官方发布车机换代信息一直未实施,"L314,",2020-06-06,处理反馈
481131,东风雷诺,科雷嘉,2019款 SCe200 自动 两驱 智悦型 周年版 国V,东风雷诺科雷嘉宣传免费车机联网未兑现,"M279,",2020-06-06,信息审核
481130,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5前风挡漏水导致涡轮增压器生锈,"H109,",2020-06-06,用户评分
481129,上汽大众,朗逸,2019款 1.5L 自动 风尚版 国VI,上汽大众朗逸安全带卡死 车内异响,"H164,H118,",2020-06-06,信息审核
481127,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机无法升级到最新版本,"H134,L313,",2020-06-06,用户评分
481124,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国V,上汽大众凌渡置换补贴未兑现希望厂家处理,"L313,",2020-06-06,信息审核
481121,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯有白雾影响夜间行车安全,"H82,",2020-06-06,用户评分
481117,凯翼汽车,凯翼X3,2017款 1.6L 手动 发烧友版 国V,凯翼X3五挡行驶中脱挡存在安全隐患,"B246,",2020-06-06,信息审核
481115,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4左右A柱B柱C柱异响,"H15,",2020-06-06,处理反馈
481113,一汽解放,解放J6P,自卸车后八轮,一汽解放J6P货箱底部拉筋断裂存在隐患,"H168,",2020-06-06,信息审核
481111,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机卡顿 手机远程控制APP故障,"H134,H155,",2020-06-06,用户评分
481110,众泰汽车,大迈X5,2017款 1.5T CVT 知县型 升级版,众泰大迈X5雨刮器损坏一直无配件更换,"H60,N318,",2020-06-06,信息审核
481109,广汽丰田,凯美瑞,2016款 2.5G 自动 十周年纪念豪华导航版,广汽丰田凯美瑞刹车时异响 加速时异响,"E43,",2020-06-06,处理反馈
481108,一汽奔腾,奔腾B50,2016款 1.6L 手动 舒适型,一汽奔腾B50车身多处生锈希望厂家处理,"H79,",2020-06-06,信息审核
481106,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车内异响 车门异响,"H72,H164,H15,",2020-06-06,用户评分
481101,东风日产,蓝鸟,2019款 1.6L 手动 炫酷版 国VI,东风日产蓝鸟刹车偏软制动距离长,"D265,E269,",2020-06-06,处理反馈
481100,上汽大众,朗逸,2018款 1.5L 自动 舒适版 国V,上汽大众朗逸电瓶电量不足4S店不予质保,"H146,",2020-06-06,信息审核
481098,上汽大众,途观L,2017款 380TSI 四驱 豪华版,上汽大众途观L下支臂异响希望尽快解决,"G56,G210,",2020-06-06,厂家受理
481094,吉利汽车,缤越,2019款 260T DCT 游侠 国V,吉利缤越接缝处漆面起泡掉漆,"H81,",2020-06-06,处理反馈
481093,奇瑞捷豹路虎,捷豹XEL,2020款 2.0T 200PS R-DYNAMIC 青春运动版,奇瑞捷豹XEL官网购车权益订单不兑现,"L313,",2020-06-06,处理反馈
481092,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,大众探岳前大灯模糊泛白不透亮 启停异常,"H82,H263,",2020-06-06,用户评分
481091,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾坡道辅助功能无法使用,"H170,",2020-06-06,处理反馈
481087,一汽丰田,威驰,2017款 1.3L CVT 锐行版,一汽丰田威驰行驶中发动机异响4S店不处理,"A9,",2020-06-05,信息审核
481082,东风标致,标致408,2019款 350THP 自动 豪华版 国V,东风标致408加装倒车影像频繁故障,"H134,",2020-06-05,处理反馈
481078,东风悦达起亚,起亚K3,2016款 1.6L 自动 GL,东风悦达起亚K3左后轮异响 右前轮异响,"G125,",2020-06-05,处理反馈
481076,广汽丰田,凯美瑞,2008款 240G 2.4 自动 豪华版,广汽丰田凯美瑞中控仪表台出油开裂且粘手,"H176,",2020-06-05,处理反馈
481075,上汽集团,名爵ZS,2017款 1.5L 自动 豪华版,上汽名爵ZS正常行驶中发动机突然停止工作,"A255,",2020-06-05,用户评分
481074,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,捷达VS5机油变少 换挡顿挫 方向异响,"A34,B19,D59,",2020-06-05,处理反馈
481073,上汽大众,途铠,2019款 1.5L 自动 舒适版,上汽大众途凯电瓶不存电一直不予解决,"H146,",2020-06-05,信息审核
481072,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4 A柱及B柱位置异响,"H15,",2020-06-05,处理反馈
481068,一汽马自达,阿特兹,2018款 2.5L 蓝天尊崇版 国VI,一汽马自达阿特兹过减速带或原地打方向异响,"D59,",2020-06-05,用户评分
481066,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之梦版,众泰SR9大灯内有水雾斑点无法擦除,"H88,",2020-06-05,处理反馈
481064,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客冷车时变速箱抖动希望厂家处理,"B95,B96,B334,",2020-06-05,信息审核
481063,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内和AB柱异响严重,"H15,",2020-06-05,处理反馈
481060,奇瑞汽车,艾瑞泽GX,2018款 1.5T CVT 型色版 国V,奇瑞艾瑞泽GX车门漏风车身有生锈现象,"H79,H144,",2020-06-05,处理反馈
481059,东风雪铁龙,雪铁龙C4L,2015款 1.2T 自动 尊贵版,东风雪铁龙C4L发动机严重烧机油,"A63,A114,I294,O296,",2020-06-05,信息审核
481057,华晨宝马,宝马5系,2020款 530Li xDrive M运动套装,华晨宝马5系置换补贴经销商未通知,"O296,",2020-06-05,信息审核
481053,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎老化开裂,"F100,",2020-06-05,处理反馈
481052,广汽乘用车,传祺GA6,2015款 1.8T 自动 豪华导航版,广汽传祺GA6维修操作不规范导致漏油,"J300,J299,J304,",2020-06-05,信息审核
481051,广汽本田,飞度,2018款 1.5L 手动 舒适版,广汽本田飞度发动机异响希望厂家处理问题,"A9,",2020-06-05,用户评分
481050,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机系统卡顿实际配置与宣传不符,"H134,M279,",2020-06-05,处理反馈
481048,吉利汽车,星越,2020款 350T 魅影骑士版AWD,吉利星越车机系统卡顿升级服务未兑现,"H134,L314,M279,",2020-06-05,处理反馈
481045,宝马（进口）,宝马6系GT,2019款 630i 豪华设计套装,进口宝马6系GT前挡风玻璃自然开裂,"H113,",2020-06-05,信息审核
481044,一汽丰田,亚洲龙,2019款 2.0L 进取版 国VI,一汽丰田亚洲龙行驶中胎噪及风噪声音大,"H15,",2020-06-05,信息审核
481042,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际车机系统卡顿售后未解决问题,"H134,J298,J301,",2020-06-05,处理反馈
481040,一汽-大众,速腾,2017款 1.6L 手动 舒适型,一汽大众速腾防侧滑和ABS故障灯亮,"E74,E62,H170,H203,",2020-06-05,处理反馈
481037,一汽马自达,阿特兹,2018款 2.5L 蓝天运动版 国VI,一汽马自达阿特兹中控台支架连接杆生锈,"H79,",2020-06-05,信息审核
481032,一汽丰田,威驰,2017款 1.5L 手动 创行版,一汽丰田威驰空调异响车身振动严重,"B33,H101,",2020-06-05,信息审核
481031,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹中控台AB柱和天窗异响,"H93,H15,H89,",2020-06-05,处理反馈
481028,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱中控异响严重,"H93,H15,J298,",2020-06-05,处理反馈
481027,上汽通用五菱,宝骏E200,2019款 250KM 智行版,宝骏E200免费充电桩安装电线收取费用高,"K308,",2020-06-05,处理反馈
481026,沃尔沃亚太,沃尔沃S60,2019款 T5 智远版,亚太沃尔沃S60冷车启动怠速时车身抖动,"H268,",2020-06-05,信息审核
481025,上汽集团,名爵HS,2018款 30T 自动 两驱 Trophy 荷尔蒙超燃版 国V,上汽名爵HS变速箱顿挫转向异响严重,"B19,D59,",2020-06-05,处理反馈
481022,北京现代,索纳塔八,2011款 2.0 GLS领先版,北京现代索纳塔八中控台塑料件开裂,"H176,",2020-06-05,信息审核
481021,吉利汽车,博越,2016款 1.8TD 自动 四驱 智慧型,吉利博越油底壳变形导致发动机熄火,"A14,",2020-06-05,处理反馈
481019,奇瑞汽车,捷途X90,2019款 1.5T 自动 智享型 6座 国V,捷途X90厂家销售活动经销商未履行,"L313,",2020-06-05,处理反馈
481017,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱和中控台异响,"H93,H15,",2020-06-05,处理反馈
481016,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸遥控钥匙失灵希望厂家处理,"H119,",2020-06-05,信息审核
481015,上汽通用五菱,宝骏530,2018款 1.5T 手动 舒适型 国V,宝骏530佳通轮胎出现裂纹安全隐患,"F100,",2020-06-05,用户评分
481011,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统卡顿死机 与宣传不符,"H134,M279,",2020-06-05,处理反馈
481009,长安汽车,长安CS75 PLUS,2020款 1.5T 自动 豪华型,长安CS75 PLUS变速箱漏油存在质量问题,"B22,",2020-06-05,处理反馈
481008,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱天窗异响严重,"H15,H89,",2020-06-05,处理反馈
481003,广汽丰田,汉兰达,2017款 2.0T 两驱 精英版 5座,广汽丰田汉兰达变速箱加速无力升挡不积极,"B20,B334,",2020-06-05,处理反馈
481000,广汽三菱,劲炫ASX,2018款 2.0L CVT 两驱 尊享版,广汽三菱劲炫ASX整体装备质量差问题多,"A24,B19,H268,H72,H211,M284,N317,",2020-06-05,厂家受理
480999,吉利汽车,星越,2019款 改款 300T 耀星者,吉利星越车机卡顿操作系统与宣传不符,"H134,L314,M279,",2020-06-05,用户评分
480995,天津一汽,骏派A70,2016款 1.6L 手动 技术型,天津一汽骏派A70转向不回位有卡顿,"D123,D265,",2020-06-05,信息审核
480994,上汽斯柯达,昊锐,2012款 1.8TSI 手动 优雅版,斯柯达昊锐车内异味希望厂家处理问题,"H185,",2020-06-05,处理反馈
480991,北京现代,悦动,2017款 1.6L 自动 悦值版 GLS,北京现代悦动发动机冷车异响希望处理,"A9,",2020-06-05,信息审核
480989,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,上汽大众途观L变速箱跳挡顿存在质量问题,"B19,B27,",2020-06-05,信息审核
480987,一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 进取型,一汽大众奥迪A4L转向机进水烧毁4S店拒赔,"D265,I297,Q322,",2020-06-05,信息审核
480984,上汽斯柯达,速派,2018款 TSI330 DSG 舒适版 国V,上汽斯柯达速派变速箱故障要求延保,"B96,B115,I295,I297,J298,",2020-06-05,用户评分
480981,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国V,一汽大众速腾漆面发黄掉漆希望厂家处理,"H81,H201,",2020-06-05,用户评分
480980,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身B柱与车门异响,"H72,H164,H15,",2020-06-05,处理反馈
480979,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸韩泰轮胎开裂厂家回复不属实,"F100,I297,",2020-06-05,厂家受理
480978,长安汽车,睿骋,2014款 1.8T 自动 尊贵周年版 国IV,长安睿骋车窗升降器故障车内有异味,"H185,H67,",2020-06-05,处理反馈
480977,奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 豪华型,奇瑞瑞虎8大灯起雾变速箱顿挫刹车偏软,"B19,E269,H88,",2020-06-05,处理反馈
480976,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹行驶时中控异响 转向异响,"D59,H93,",2020-06-05,用户评分
480974,北京现代,领动,2020款 1.4T 双离合 炫动·活力型,北京现代领动机盖变形两前大灯不对称,"G225,H209,I295,I281,",2020-06-05,信息审核
480972,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹A柱B柱中控异响,"H93,H15,",2020-06-05,处理反馈
480969,东风日产,逍客,2016款 2.0L CVT 旗舰版,东风日产逍客变速箱无法加速抖动 钢带磨损,"B95,B334,B77,",2020-06-05,处理反馈
480967,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机卡顿卡死严重影响行驶安全,"H155,",2020-06-05,处理反馈
480966,长城汽车,WEY VV5,2020款 1.5T 两驱 智先锋,WEY VV5经销商出售库存车希望尽快处理,"M283,",2020-06-05,处理反馈
480965,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁后备箱盖锁好后会自己弹开,"H68,",2020-06-05,处理反馈
480961,东风日产,蓝鸟,2018款 1.6L CVT 智酷潮音版,东风日产蓝鸟变速箱打滑4S店态度恶劣,"B246,I293,",2020-06-05,处理反馈
480959,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳大灯发白照明亮度不足,"H82,",2020-06-05,处理反馈
480958,一汽-大众,速腾,2018款 280TSI 双离合 舒适型,一汽大众速变速箱异响存在质量问题,"B33,",2020-06-05,用户评分
480956,一汽马自达,阿特兹,2020款 2.5L 蓝天至尊版,一汽马自达阿特兹车内多处异响未解决,"H164,I295,",2020-06-05,处理反馈
480955,北京奔驰,奔驰C级,2017款 C 200 运动版,北京奔驰C级漆面掉漆希望厂家处理问题,"H81,",2020-06-05,信息审核
480953,一汽-大众,高尔夫,2015款 1.4TSI 自动 舒适型,一汽大众高尔夫变速箱故障灯亮存在质量问题,"B96,",2020-06-05,处理反馈
480951,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱异响希望解决,"H15,",2020-06-05,处理反馈
480950,一汽-大众,迈腾,2016款 1.8TSI 智享舒适型,一汽大众迈腾4S店维修技术差故障未解决,"J303,",2020-06-05,处理反馈
480948,上汽集团,荣威RX8,2018款 30T 两驱 智联网 旗舰版 7座,上汽荣威RX8发动机漏机油车辆存在严重隐患,"A12,",2020-06-05,处理反馈
480947,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统卡顿希望尽快处理,"H155,",2020-06-05,处理反馈
480946,上汽集团,名爵6,2017款 20T 自动 Trophy尊享互联网版 国V,上汽名爵6车大灯密封性不佳严重起雾,"H82,",2020-06-05,处理反馈
480945,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,东风悦达起亚智跑过颠簸路段底盘异响,"G56,",2020-06-05,处理反馈
480944,上汽斯柯达,速派,2018款 TSI380 DSG 旗舰版 国Ⅵ,斯柯达速派车轮异响 自动大灯频繁故障,"G125,H64,",2020-06-05,信息审核
480941,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身顶棚及两侧B柱异响,"H164,H15,",2020-06-05,处理反馈
480938,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱和车内异响,"H164,H15,",2020-06-05,处理反馈
480933,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 进取型 国V,一汽大众奥迪A4L变速箱异响抖动严重,"B33,B95,",2020-06-05,信息审核
480931,奔驰（进口）,奔驰GLE,2020款 GLE 350 4MATIC 豪华型 改款,奔驰GLE350中控黑屏轮胎爆胎配置不符,"A44,F130,H134,I295,M279,M315,O354,",2020-06-05,信息审核
480927,一汽-大众,速腾,2018款 280TSI 双离合 舒适型,一汽大众速腾韩泰轮胎开裂希望尽快处理,"F100,",2020-06-05,处理反馈
