id,brand,car_model,desc,problem,datetime,status,type_year,type_engine,type_transmission,type_other
483755,北京奔驰,奔驰GLA,北京奔驰GLA保质期内发动机底部漏油,"A12,",2020-06-13,信息审核,2019,,, 200 时尚型
483754,北京奔驰,奔驰C级,北京奔驰C级空调不制冷希望尽快处理,"H101,",2020-06-13,信息审核,2017,,, 改款 C 200 运动版
483753,广汽讴歌,讴歌CDX,广汽欧歌CDX仪表显示检查变速器,"B96,",2020-06-13,信息审核,2019,1.5T,, 两驱 畅享版
483751,林肯（进口）,大陆,林肯大陆车辆左右B柱异响影响使用,"H164,",2020-06-13,信息审核,2019,2.0T,, 两驱 尊享版 国VI
483746,北汽银翔,幻速S6,北汽幻速S6发动机噪音大后视镜漆面变色,"A38,H201,",2020-06-13,信息审核,2017,1.5T,手动, 智能型
483745,吉利汽车,星越,吉利星越车机出现死机系统无法升级,"H155,L314,",2020-06-13,处理反馈,2019,350T,, 改款 耀星者
483743,东风日产,天籁,东风日产天籁智联APP功能无法使用,"H155,",2020-06-13,处理反馈,2019,2.0L,, XL Upper 智行版
483740,东风悦达起亚,智跑,东风悦达起亚智跑冷车启动时发动机异响,"A9,G171,",2020-06-13,处理反馈,2018,2.0L,自动, 智享豪华版
483738,汉腾汽车,汉腾X5,汉腾X5空调冷热不能转换只有热风,"H101,",2020-06-13,信息审核,2018,1.5L,手动, 精英版
483737,广汽讴歌,讴歌CDX,广汽讴歌CDX行驶时变速箱顿挫严重	,"B19,",2020-06-13,信息审核,2016,1.5T,, 两驱尊享版
483736,北京现代,悦动,北京现代悦动引擎盖漆面有气泡存在黑点,"H81,",2020-06-13,信息审核,2018,1.6L,自动, 悦目版 GL 国VI
483735,一汽马自达,阿特兹,一汽马自达阿特兹AB柱异响4S店无法解决	,"H164,",2020-06-13,信息审核,2020,2.5L,, 蓝天运动版
483734,一汽-大众,宝来,一汽大众宝来前风挡玻璃开裂希望处理,"H113,",2020-06-13,处理反馈,2019,1.5L,自动, 精英型
483730,北京现代,菲斯塔,北京现代菲斯塔方向盘异响希望得到处理,"D59,",2020-06-13,信息审核,2019,,, 280TGDi 运动版 国VI
483729,一汽-大众,速腾,一汽大众速腾变速箱顿挫 没有坡道辅助,"B19,M279,",2020-06-13,处理反馈,2019,280TSI,, DSG 豪华型 国VI
483725,北京现代,菲斯塔,北京现代菲斯塔方向管柱异响多次更换无果,"D59,J298,",2020-06-13,信息审核,2019,,, 280TGDi 智速版 国VI
483721,一汽马自达,阿特兹,一汽马自达阿特兹车内多处异响希望处理,"H164,H93,",2020-06-13,信息审核,2020,2.5L,, 蓝天尊崇版
483720,一汽-大众奥迪,奥迪A4L,一汽大众奥迪A4L车内异味严重甲醛苯严重超标,"H185,",2020-06-13,信息审核,2018,1.4T,, 进取型 30周年年型
483717,吉利汽车,帝豪,吉利帝豪变速箱漏油维修后未解决,"B22,",2020-06-13,处理反馈,2019,1.5L,手动, 领军版 时尚型 国V
483716,一汽马自达,阿特兹,一汽马自达阿特兹车内多处异响希望处理。,"H72,H164,H93,H31,",2020-06-13,信息审核,2020,2.5L,, 蓝天尊崇版
483715,一汽丰田,亚洲龙,一汽丰田亚洲龙天窗异响一直无法解决,"H89,",2020-06-13,信息审核,2019,2.5L,, Touring 尊贵版 国Ⅵ
483713,一汽马自达,阿特兹,一汽马自达阿特兹优科豪马轮胎侧面鼓包,"F39,",2020-06-13,信息审核,2020,2.5L,, 蓝天运动版
483711,一汽马自达,阿特兹,一汽马自达阿特兹B柱异响严重影响驾驶,"H164,",2020-06-13,信息审核,2020,2.5L,, 蓝天尊崇版
483708,一汽奔腾,奔腾T77,奔腾T77遥控钥匙失灵无法正常使用,"A34,H119,",2020-06-13,信息审核,2019,,自动, 230 TID 舒适型 国V
483705,一汽-大众,探岳,一汽大众探岳发现左大灯透镜内有白色雾状,"H82,",2020-06-13,处理反馈,2019,330TSI,, 两驱 豪华型 国Ⅵ
483703,东风日产,天籁,东风日产天籁减震器异响 车漆略薄,"G52,",2020-06-13,处理反馈,2019,2.0L,, XL 舒适版
483699,一汽马自达,阿特兹,一汽马自达阿特兹车内异响严重希望尽快处理,"H164,H209,",2020-06-13,信息审核,2020,2.5L,, 蓝天运动版
483695,北汽新能源,北汽新能源EX,北汽新能源EX系列右前轮毂轴承处有异响,"G125,",2020-06-13,处理反馈,2018,,, EX360 新尚版
483694,东风本田,INSPIRE,东风本田INSPIRE后排饰板存在异响,"H72,",2020-06-13,处理反馈,2019,2.0L,, 锐·混动 净尚版 国V
483693,一汽丰田,奕泽IZOA,一汽丰田奕泽减震器漏油中控共振及异响,"G25,H93,",2020-06-13,信息审核,2018,2.0L,, 奕驰版 国V
483691,吉利汽车,帝豪GS,吉利帝豪GS发动机抖动前悬挂减震异响,"A24,B19,G52,G56,",2020-06-13,处理反馈,2016,,自动, 1.3T 臻尚型 优雅版
483690,众泰汽车,众泰T700,众泰T700右后减震器漏油没有配件,"G25,G51,N318,",2020-06-13,用户评分,2017,1.8T,, 双离合 旗舰型
483687,一汽马自达,阿特兹,一汽马自达阿特兹B柱中控后排异响,"H164,H93,",2020-06-13,信息审核,2020,2.5L,, 蓝天尊崇版
483685,吉利汽车,嘉际,吉利嘉际车机无法升级 前桥方向机异响,"D59,G158,O348,",2020-06-13,处理反馈,2019,1.5TD,, MHEV DCT 臻享型
483683,一汽马自达,阿特兹,一汽马自达阿特兹行驶过程中B柱有异常响声,"H164,",2020-06-13,信息审核,2020,2.5L,, 蓝天运动版
483677,北汽新能源,EV系列,北汽新能源EV系列电机故障导致失去动力,"H343,",2020-06-13,处理反馈,2015,,, EV160 轻秀版
483675,东风雪铁龙,世嘉,东风雪铁龙世嘉碳罐堵塞油表显示不准,"H271,",2020-06-13,用户评分,2013,1.6L,手动, 品享型 三厢
483671,一汽马自达,阿特兹,一汽马自达阿特兹中控台与踩刹车底盘异响,"G56,H93,",2020-06-13,信息审核,2020,2.5L,, 蓝天运动版
483661,一汽马自达,阿特兹,一汽马自达阿特兹中控与AB柱异响,"H164,H93,",2020-06-13,信息审核,2020,2.5L,, 蓝天尊崇版
483660,东风标致,标致408,东风标致408发动机烧机油 空调不制冷,"A63,H101,",2020-06-13,处理反馈,2015,1.2T,自动, 豪华版
483659,上汽集团,名爵HS,上汽名爵HS电瓶亏电导致无法启动,"H146,",2020-06-13,处理反馈,2019,20T,自动, 两驱 Trophy超跑版 国VI
483656,猎豹汽车,猎豹CS10,猎豹CS10刹车偏软影响安全驾驶希望处理,"E269,",2020-06-13,信息审核,2017,2.0T,手动, 风尚型
483653,沃尔沃亚太,沃尔沃S60,沃尔沃S60开启制冷后存在水流声和口哨声,"H101,",2020-06-13,信息审核,2018,2.0T,, T4 智远版
483651,吉利汽车,帝豪,吉利帝豪后排顶灯无故掉落要求处理,"H179,",2020-06-13,处理反馈,2014,,手动, 1.3T 尊贵型 三厢
483650,东风日产,逍客,东风日产逍客变速箱阀体故障希望处理,"B115,",2020-06-13,处理反馈,2016,2.0L,, CVT 豪华版
483649,一汽丰田,亚洲龙,一汽丰田亚洲龙车内异响严重希望处理,"H164,",2020-06-13,信息审核,2019,2.5L,, 双擎 XLE 尊贵版 国Ⅵ
483646,东风标致,标致408,东风标致408正时皮带掉毛发动机烧机油,"A63,A336,",2020-06-13,处理反馈,2015,1.2T,自动, 豪华版
483643,上汽大众,朗逸,上汽大众朗逸变速箱异响希望得到处理,"B33,",2020-06-12,信息审核,2019,280TSI,, DSG 豪华版 国VI
483642,吉利汽车,吉利icon,吉利icon厂家置换补贴政策不兑现,"L313,",2020-06-12,信息审核,2020,300T,, i9 BSG
483641,奇瑞汽车,艾瑞泽GX,奇瑞艾瑞泽GX车门生锈严重希望尽快处理,"H79,",2020-06-12,处理反馈,2018,1.5T,, CVT 型色版 国V
483636,上汽斯柯达,速派,斯柯达速派经销商无配件导致维修时间长,"N318,",2020-06-12,信息审核,2019,TSI280,, 改款 DSG 舒适版
483633,一汽马自达,阿特兹,一汽马自达阿特兹车内异响严重影响驾驶	,"H164,",2020-06-12,信息审核,2020,2.5L,, 蓝天运动版
483630,东风标致,标致408,东风标致408底盘异响多次维修未解决,"G56,J298,",2020-06-12,处理反馈,2014,1.8L,自动, 豪华版
483628,一汽-大众,T-ROC探歌,一汽大众探歌大灯发白影响夜晚驾驶安全,"H82,",2020-06-12,处理反馈,2019,280TSI,, DSG 两驱 进取型 国VI
483627,东风雪铁龙,C4世嘉,东风雪铁龙C4世嘉方向盘抖动异响,"D59,D80,",2020-06-12,处理反馈,2016,1.6L,自动, 舒适型
483626,上汽大众,朗逸,上汽大众朗逸韩泰轮胎开裂影响安全,"F100,",2020-06-12,信息审核,2017,1.6L,自动, 舒适版
483625,一汽-大众,高尔夫,一汽大众高尔夫两次出现传动装置报警,"B96,",2020-06-12,处理反馈,2016,1.6L,自动,  时尚型
483624,一汽马自达,阿特兹,一汽马自达阿特兹B柱及中控异响	,"H164,H93,",2020-06-12,信息审核,2020,2.5L,, 蓝天尊崇版
483621,江淮汽车,江淮iEV7S,江淮iEV7S动力电池易断电抛锚影响使用,"H343,",2020-06-12,信息审核,2017,,, 智尊型
483619,上汽集团,名爵HS,上汽名爵HS大灯经常性起雾希望处理,"H88,",2020-06-12,处理反馈,2019,20T,自动, 两驱 豪华版 国VI
483618,一汽-大众,探岳,一汽大众探岳变速箱异响顿挫 大灯发白,"B33,B19,E47,H82,",2020-06-12,用户评分,2019,330TSI,, 两驱 豪华型Plus 国VI
483617,北京现代,菲斯塔,北京现代菲斯塔高速行驶中涡轮增压突然失效,"A189,",2020-06-12,信息审核,2019,,, 280TGDi 智速版 国V
483616,一汽丰田,卡罗拉,一汽丰田卡罗拉车内异味严重影响健康,"H185,",2020-06-12,信息审核,2017,1.8L,, CVT 精英版 改款 双擎
483615,长安马自达,马自达3 昂克赛拉,长安马自达昂克赛拉首保完后方向盘偏,"D154,J300,",2020-06-12,信息审核,2020,2.0L,自动, 质雅版
483614,广汽新能源,Aion S(埃安S),广汽新能源Aion S新车就出现空调不制冷,"H101,",2020-06-12,处理反馈,2019,,, 炫 630
483613,广汽丰田,汉兰达,广汽丰田汉兰达换装屏幕后出现故障,"H134,",2020-06-12,信息审核,2018,2.0T,, 四驱 豪华版 7座 国VI
483612,一汽丰田,RAV4荣放,一汽丰田RAV4荣放两侧排气管高低不一致	,"H209,",2020-06-12,信息审核,2020,2.0L,, CVT 两驱 风尚PLUS版
483607,一汽马自达,阿特兹,一汽马自达阿特兹车身内饰多处异响,"D59,H164,H15,",2020-06-12,信息审核,2020,2.5L,, 蓝天尊崇版
483606,一汽马自达,阿特兹,一汽马自达阿特兹ABC柱与中控异响,"H164,H93,",2020-06-12,信息审核,2020,2.5L,, 蓝天运动版
483605,上汽大众,朗逸,上汽大众朗逸变速箱异响希望尽快处理,"B33,",2020-06-12,信息审核,2018,280TSI,, DSG 舒适版 国V
483604,东风标致,标致4008,宝骏610跑高速车身抖动希望得到处理,"H268,",2020-06-12,处理反馈,2017,350THP,, 精英版
483600,一汽马自达,阿特兹,一汽马自达阿特兹车内异响严重希望处理,"H164,",2020-06-12,信息审核,2020,2.5L,, 蓝天运动版
483598,吉利汽车,远景,吉利远景导航故障 行驶跑偏 变速箱报警,"B96,G117,H21,",2020-06-12,处理反馈,2016,1.5L,自动, 幸福版
483593,一汽马自达,马自达CX-4,一汽马自达CX-4 ABC柱与中控台异响严重,"H164,H93,",2020-06-12,信息审核,2020,2.0L,自动, 两驱 蓝天活力版
483592,众泰汽车,众泰T700,众泰T700主驾驶玻璃升降器不管用,"H67,N318,",2020-06-12,处理反馈,2017,1.8T,, 双离合 尊贵型
483589,福特（进口）,Mustang,福特Mustang赠送免费保养不兑现,"L313,",2020-06-12,厂家受理,2019,,, 2.3L EcoBoost
483587,上汽集团,名爵ZS,上汽名爵ZS经销商倒闭不退押金 赠送不兑现,"K309,L313,",2020-06-12,处理反馈,2020,,自动, 260TGI Trophy Pro L2+
483586,奇瑞汽车,捷途X70,捷途X70发动机怠速抖动严重希望处理,"A24,",2020-06-12,处理反馈,2018,1.5T,手动, 悦行版
483584,一汽丰田,RAV4荣放,一汽丰田RAV4荣放前轮半轴防尘套渗油	,"G51,",2020-06-12,信息审核,2016,2.0L,, CVT 两驱 风尚版 国V
483581,奇瑞汽车,捷途X70,捷途X70发动机异响 怠速异响无法解决,"A9,",2020-06-12,处理反馈,2020,1.5T,手动, 畅行版 7座
483577,广汽丰田,凯美瑞,广汽丰田凯美瑞仪表台高温出油粘手,"H176,",2020-06-12,信息审核,2009,,自动, 240G 豪华版
483576,一汽-大众,高尔夫,一汽大众高尔夫变速箱顿挫异响希望处理,"B33,B19,",2020-06-12,处理反馈,2016,1.6L,自动,  时尚型
483574,一汽-大众,探岳,一汽大众探岳变速器异响 大灯透镜起白雾,"B33,H82,I293,",2020-06-12,处理反馈,2019,330TSI,, 两驱 豪华型 国Ⅵ
483572,奔驰（进口）,奔驰C级（进口）,进口奔驰C级车内异味希望厂家召回	,"H185,",2020-06-12,信息审核,2015,,, 200 旅行轿车
483567,一汽马自达,阿特兹,一汽马自达阿特兹变速箱漏油 油底壳掉漆	,"B22,",2020-06-12,信息审核,2018,2.5L,, 蓝天运动版 国V
483566,东风标致,标致408,东风标致408空调不制冷希望得到处理,"H101,",2020-06-12,处理反馈,2014,1.8L,自动, 豪华版
483563,一汽马自达,阿特兹,一汽马自达阿特兹发动机漏油 B柱和天窗异响,"A12,H164,H89,",2020-06-12,信息审核,2020,2.5L,, 蓝天尊崇版
483562,奇瑞汽车,艾瑞泽5,奇瑞艾瑞泽5行驶过程中天窗自动打开关不上,"H192,",2020-06-12,处理反馈,2016,1.5L,, CVT 领锐版
483561,吉利汽车,吉利GX7,吉利GX7冷车启动发动机异响升挡顿挫,"A9,B19,",2020-06-12,处理反馈,2015,2.0L,自动, 尊享型 运动版
483560,广汽丰田,YARiS L 致炫,广汽丰田致炫发动机二缸不工作要求处理,"A91,",2020-06-12,信息审核,2016,,手动, 1.5G 炫动版 改款
483559,东风日产,逍客,东风日产逍客变速箱异响顿挫不升挡,"B33,B19,B20,",2020-06-12,处理反馈,2016,2.0L,, CVT 精英版
483558,一汽-大众,探岳,一汽大众探岳发动机EPC报警 无法启动,"A34,A44,H170,",2020-06-12,处理反馈,2019,330TSI,, 两驱 豪华型 国Ⅵ
483556,一汽丰田,RAV4荣放,一汽丰田RAV4荣放车门出现明显鼓包,"H81,",2020-06-12,信息审核,2016,2.0L,, CVT 两驱 风尚版 国V
483555,吉利汽车,帝豪,吉利帝豪经销商喷漆表面粗糙损坏其他部位,"J300,J303,",2020-06-12,处理反馈,2018,1.5L,手动, 向上互联版
483554,一汽-大众,高尔夫,一汽大众高尔夫换挡逻辑设计不合理,"B96,",2020-06-12,处理反馈,2015,1.6L,自动, 舒适型
483552,广汽丰田,雷凌,广汽丰田雷凌低速顿挫 刹车有拖拽感	,"B19,I295,I294,",2020-06-12,信息审核,2019,,, 185T CVT 豪华版 国VI
483549,长城汽车,哈弗F5,哈弗F5起步换挡变速箱严重顿挫,"B19,",2020-06-12,处理反馈,2018,1.5T,, i型版
483547,一汽-大众,宝来,宝来发动机异响 销售指定贷款及保险公司,"I293,K325,",2020-06-12,处理反馈,2016,1.6L,自动, 时尚型
483545,东风雷诺,科雷傲,东风雷诺科雷傲发动机抖 变速箱顿挫 刹车异响	,"A24,B19,E43,H185,",2020-06-12,信息审核,2017,2.0L,, 两驱 豪华版
483543,华晨宝马,宝马5系新能源,华晨宝马5系新能源暴晒方向盘控制失灵,"H134,",2020-06-12,信息审核,2020,,, 530Le 里程升级版 豪华套装
483542,吉利汽车,博越,吉利博越Pro无前雾灯与宣传不符要求加装,"M279,",2020-06-12,处理反馈,2020,1.8TD,, DCT 智领PRO
483541,东风日产,逍客,东风日产逍客变速箱加速无力4S店不给保修,"B334,I295,I297,I293,",2020-06-12,处理反馈,2017,2.0L,, CVT 精英版 国Ⅵ
483540,一汽-大众奥迪,奥迪A4L,一汽大众奥迪刹车异响变速箱降挡顿挫异响,"B33,E43,I295,",2020-06-12,信息审核,2019,,, 40 TFSI 时尚型 国V
483538,吉利汽车,星越,吉利星越车机系统卡顿希望厂家尽快解决,"H155,",2020-06-12,用户评分,2019,350T,, 耀星者
483537,一汽红旗,红旗HS5,一汽红旗HS5车内异响严重4S店未解决,"H164,I295,J298,",2020-06-12,信息审核,2019,2.0T,, 智联旗享四驱版
483536,上汽大众,凌渡,上汽大众凌渡空调异味严重4S店不给解决,"H121,I295,",2020-06-12,信息审核,2018,280TSI,, 双离合 舒适版
483535,东风风行,景逸X5,东风风行景逸X5行驶熄火希望得到处理,"A14,",2020-06-12,处理反馈,2019,1.5T,手动, X5L 豪华型
483533,东风雪铁龙,雪铁龙C4L,东风雪铁龙C4L发动机烧机油越来越严重,"A63,",2020-06-12,处理反馈,2013,1.8L,手动, 劲享版
483532,一汽-大众奥迪,奥迪A6L,一汽大众奥迪A6L变速箱倒车异响要求退车,"B33,I295,",2020-06-12,信息审核,2020,,, 45 TFSI 臻选动感型
483529,一汽马自达,阿特兹,一汽马自达阿特兹中控台B柱以及C柱异响	,"H93,H15,",2020-06-12,信息审核,2020,2.5L,, 蓝天运动版
483528,一汽-大众奥迪,奥迪A3,一汽大众奥迪A3换挡机构故障导致故障灯亮,"B96,B184,",2020-06-12,信息审核,2015,1.4T,, Limousine 双离合 百万纪念舒享型
483527,吉利汽车,缤越,吉利缤越刹车异响严重希望厂家处理,"E43,",2020-06-12,处理反馈,2019,260T,, 运动款 DCT Battle 国VI 运动款
483526,吉利汽车,星越,吉利星越车机系统无法升级厂家不处理,"H155,L314,O348,",2020-06-12,处理反馈,2019,350T,, 耀星者
483525,奇瑞汽车,捷途X70,捷途X70变速箱内部损坏要求厂家赔偿,"B77,",2020-06-12,处理反馈,2020,1.5T,手动, 畅行版 5座
483524,长城汽车,哈弗H2,哈弗H2变速箱低速异响踩下离合踏板后消失,"B33,",2020-06-12,处理反馈,2018,1.5T,手动, 两驱 风尚型 创享版 国V
483523,吉利汽车,博瑞,吉利博瑞行驶过程中变速箱有顿挫现象,"B19,",2020-06-12,处理反馈,2017,1.8T,, 尊贵型
483521,吉利汽车,星越,吉利星越拉杆变形方向盘无法回正,"G252,",2020-06-12,处理反馈,2020,350T,, 驭星者
483520,比亚迪,比亚迪S7,比亚迪S7变速箱控制单元损坏4S店不保修,"B20,B115,B246,I295,I297,J298,O324,",2020-06-12,用户评分,2015,2.0T,自动, 尊贵型
483519,奇瑞汽车,艾瑞泽5,奇瑞艾瑞泽5天窗自动打开无法关闭无配件,"H192,N318,",2020-06-12,处理反馈,2016,1.5L,手动, 领锐版
483516,吉利汽车,星越,吉利星越车机与宣传不符系统卡滞,"H155,L313,",2020-06-12,处理反馈,2019,350T,, 耀星者
483514,一汽马自达,马自达CX-4,一汽马自达CX-4车身中控与刹车异响,"E43,H93,H15,",2020-06-12,信息审核,2018,2.0L,自动, 两驱 蓝天活力版 国VI
483510,吉利新能源,嘉际新能源,吉利嘉际新能源车机蓝牙接电话无声音,"H134,H21,H155,O348,",2020-06-12,处理反馈,2019,1.5TD,, PHEV 尊享型
483508,上汽大众,朗逸,上汽大众朗逸离合器打滑变速箱跳挡,"B27,C16,",2020-06-12,信息审核,2017,230TSI,, 双离合 舒适版
483506,广汽本田,飞度,广汽本田飞度方向机卡滞4S店否认问题,"D123,I295,I297,L314,",2020-06-12,处理反馈,2004,,, 两厢飞度 1.5 MT
483505,一汽-大众奥迪,奥迪A3,一汽大众奥迪A3发动机舱内异响车身共振 ,"A9,B33,H268,H110,",2020-06-12,信息审核,2019,,, Sportback 35 TFSI 进取型 国V
483502,吉利汽车,星越,吉利星越车机系统卡顿导航版本低厂家未回复,"H134,H155,I294,L314,M279,",2020-06-12,处理反馈,2019,350T,, 耀星者
483499,一汽马自达,阿特兹,一汽马自达阿特兹行驶过程中B柱出现异响,"H15,",2020-06-12,信息审核,2020,2.5L,, 蓝天尊崇版
483498,一汽马自达,马自达CX-4,一汽马自达CX-4行驶时车身异响 刹车失灵,"E29,H15,",2020-06-12,信息审核,2020,2.0L,自动, 两驱 蓝天活力版
483496,一汽马自达,阿特兹,一汽马自达阿特兹车身异响无法解决,"H15,",2020-06-12,信息审核,2020,2.5L,, 蓝天尊崇版
483495,上汽集团,名爵6新能源,上汽名爵6新能源刹车失灵 电瓶亏电,"E29,H146,H234,",2020-06-12,处理反馈,2018,,, 45T E-DRIVE智驱混动 PILOT超级互联网版
483492,吉利汽车,星越,吉利星越车机卡顿黑屏闪退 系统不能更新,"H134,M279,",2020-06-12,处理反馈,2019,350T,, 耀星者
483488,众泰汽车,众泰T700,众泰T700轮胎吃胎偏磨厂家未回复处理,"G245,H168,I294,N318,",2020-06-12,处理反馈,2017,1.8T,, 双离合 尊享型
483487,东风标致,标致5008,东风标致5008在4S店首保后发动机烧机油,"A63,",2020-06-12,处理反馈,2019,,, 380THP 精英版 7座
483483,众泰汽车,众泰T600,众泰T600发动机漏防冻液4S店退网无法维修,"A37,C207,H168,H67,I295,I294,N318,O326,",2020-06-12,处理反馈,2017,1.5T,手动, 豪华 贺岁版
483482,吉利汽车,星越,吉利星越车机卡顿 车机系统与宣传不符,"H155,M279,",2020-06-12,处理反馈,2019,350T,, AWD 驭星者
483481,比亚迪,比亚迪F3,比亚迪F3发动机异响希望尽快得到处理,"A9,",2020-06-12,处理反馈,2016,1.5L,手动, 舒适型
483477,长城汽车,哈弗H6 Coupe,哈弗H6 Coupe悬架漆面开裂生锈厂家拒绝更换,"H79,H81,",2020-06-12,处理反馈,2016,1.5T,自动, 两驱精英型
483476,东风本田,本田CR-V,东风本田CR-V发动机自动熄火无法启动,"A24,A14,A44,",2020-06-12,处理反馈,2019,,, 240TURBO CVT 两驱 舒适版 国V
483472,上汽通用五菱,五菱宏光V,上汽通用五菱宏光V经销商出售库存车,"M283,",2020-06-12,信息审核,2019,1.5L,, 标准型 L2B
483469,一汽-大众,迈腾,一汽大众迈腾变速箱故障机电单元损坏,"B115,",2020-06-12,用户评分,2019,330TSI,, DSG 领先型 国V
483467,雷克萨斯,雷克萨斯ES,雷克萨斯ES机油增多超过标尺线刻度,"A339,",2020-06-12,信息审核,2020,,, 200 卓越版
483466,上汽大众,朗逸,上汽大众朗逸4S店出售库存车要求厂家处理,"M283,",2020-06-12,信息审核,2019,280TSI,, DSG 舒适版 国VI
483462,上汽集团,名爵ZS,上汽名爵ZS续保押金无法退还4S店退网,"K309,",2020-06-12,处理反馈,2017,1.5L,手动, 风尚版
483460,奇瑞汽车,捷途X70,捷途X70车身维修事故后出现生锈现象,"J300,J303,",2020-06-12,处理反馈,2019,1.5T,, DCT 悦行版
483458,吉利汽车,星越,吉利星越实车多项配置与厂家宣传不符	,"M279,",2020-06-12,厂家受理,2019,350T,, 改款 驭星者AWD
483457,北京现代,领动,北京现代领动涡轮增压器异响4S店不给保修,"A189,I297,J304,",2020-06-12,信息审核,2018,1.4T,, 双离合 炫动·活力型
483455,东风标致,标致308,东风标致308后门音响进水导致失灵,"H109,",2020-06-12,用户评分,2014,1.6L,手动, 乐享版 经典 优尚型
483454,众泰汽车,众泰T700,众泰T700A柱和C柱饰板有明显断裂现象,"H168,",2020-06-12,处理反馈,2017,1.8T,, 双离合 尊贵型
483450,吉利汽车,博瑞,吉利博瑞影音系统出现黑屏厂家不给保修,"H134,I297,",2020-06-12,用户评分,2015,1.8T,, 旗舰型
483447,上汽大众,朗逸,上汽大众朗逸更换离合器后变速箱挂挡顿挫,"B19,C87,I295,I297,J298,",2020-06-12,信息审核,2019,280TSI,, DSG 舒适版 国VI
483446,上汽通用五菱,五菱宏光,上汽通用五菱宏光发动机故障灯亮维修未解决,"A34,H234,",2020-06-12,处理反馈,2019,1.5L,, S 基本型 国VI LAR
483445,一汽马自达,阿特兹,一汽马自达阿特兹车内多处异响无法解决,"H164,",2020-06-12,用户评分,2020,2.5L,, 蓝天尊崇版
483444,众泰汽车,大迈X7,众泰大迈X7发动机无法启动厂家无配件,"A44,N318,",2020-06-12,信息审核,2017,2.0T,, DCT 旗舰型
483443,长安铃木,奥拓,长安铃木奥拓出现事故导致发动机舱自燃,"H103,H40,",2020-06-12,厂家受理,2016,,自动, 1.0L 豪华炫动版
483441,一汽马自达,阿特兹,一汽马自达阿特兹车身以及车门异响严重,"H72,H15,",2020-06-12,信息审核,2020,2.5L,, 蓝天尊崇版
483438,奇瑞汽车,艾瑞泽5,奇瑞艾瑞泽5行驶过程中前减震器有异响,"G52,",2020-06-12,处理反馈,2017,1.5L,手动, 精英版
483437,一汽丰田,RAV4荣放,一汽丰田RAV4荣放购车缴纳定金未退还,"K309,",2020-06-12,信息审核,2020,2.0L,, CVT 两驱 都市版
483436,奇瑞捷豹路虎,发现神行,奇瑞捷豹路虎发现神行天窗玻璃爆裂,"H113,",2020-06-12,处理反馈,2019,,, 240PS SE版 国VI
483434,上汽大众,途观L,上汽大众途观L高速行驶中后视镜有口哨声,"H211,",2020-06-12,信息审核,2019,,自动, 380TSI 四驱 智动豪华版 7座 国VI
483433,华晨宝马,宝马5系新能源,华晨宝马5系新能源高压电瓶多次出现故障,"A44,H101,H343,I295,I297,L314,",2020-06-12,处理反馈,2018,,, 530Le 豪华套装
483431,广汽本田,雅阁,广汽本田雅阁车身漆面有花纹无人处理问题,"H81,",2020-06-12,处理反馈,2018,,, 260TURBO 豪华版 国VI
483429,一汽马自达,阿特兹,一汽马自达阿特兹车内多处异响厂家未解决,"H164,H93,H89,I295,",2020-06-12,处理反馈,2020,2.5L,, 蓝天尊崇版
483428,吉利汽车,星越,吉利星越车机与宣传不符要求更换硬件升级,"H155,M279,",2020-06-12,处理反馈,2019,350T,, 耀星者
483423,一汽-大众奥迪,奥迪A6L,一汽大众奥迪A6L发动机熄火4S店不解决,"A24,A14,H155,I295,I281,J298,J300,J303,",2020-06-12,信息审核,2019,,, 45 TFSI 臻选动感型
483422,上汽大众,朗逸,上汽大众朗逸韩泰轮胎开裂影响行车安全,"F100,",2020-06-12,信息审核,2017,1.6L,自动, 舒适版
483420,一汽-大众,速腾,一汽大众速腾韩泰轮胎开裂厂家不给处理,"F100,",2020-06-12,用户评分,2018,280TSI,, 双离合 豪华型
483415,猎豹汽车,Mattu,猎豹Mattu变速箱无动力输出厂家不给处理,"B96,B334,I295,I294,",2020-06-12,信息审核,2018,1.6T,, GDI DCT 尊贵型
483412,一汽马自达,阿特兹,一汽马自达阿特兹B柱中控异响4S店不解决,"H164,H93,I295,",2020-06-12,用户评分,2020,2.5L,, 蓝天尊崇版
483411,云度新能源,云度π1,云度新能源π1转向机异响无配件厂家不处理,"D59,I295,N320,",2020-06-12,处理反馈,2018,,, Pro 乐派型
483409,东风本田,本田UR-V,东风本田UR-V机油增多存在质量问题,"A339,",2020-06-12,用户评分,2017,,, 240TURBO 两驱 豪华版 国V
483406,北汽新能源,北汽新能源EU5,北汽新能源EU5续航里程短轮胎吃胎偏磨,"G245,G125,H343,",2020-06-12,处理反馈,2019,,, R500 智风版
483404,一汽马自达,阿特兹,一汽马自达阿特兹车内两侧B柱异响,"H15,",2020-06-12,处理反馈,2020,2.0L,, 蓝天豪华版
483401,一汽-大众,探岳,一汽大众探岳大灯透镜发白 车灯亮度低,"H82,",2020-06-12,用户评分,2019,330TSI,, 两驱 豪华型 国V
483400,一汽马自达,阿特兹,一汽马自达阿特兹两侧B柱和中控台异响,"H93,H15,",2020-06-12,用户评分,2020,2.0L,, 蓝天豪华版
483399,一汽马自达,阿特兹,一汽马自达阿特兹行驶过程中B柱天窗有异响,"H93,H15,H89,",2020-06-12,处理反馈,2020,2.5L,, 蓝天运动版
