id,brand,car_model,type,desc,problem,datetime,status
483746,北汽银翔,幻速S6,2017款 1.5T 手动 智能型,北汽幻速S6发动机噪音大后视镜漆面变色,"A38,H201,",2020-06-13,信息审核
483745,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机出现死机系统无法升级,"H155,L314,",2020-06-13,处理反馈
483743,东风日产,天籁,2019款 2.0L XL Upper 智行版,东风日产天籁智联APP功能无法使用,"H155,",2020-06-13,处理反馈
483740,东风悦达起亚,智跑,2018款 2.0L 自动 智享豪华版,东风悦达起亚智跑冷车启动时发动机异响,"A9,G171,",2020-06-13,处理反馈
483738,汉腾汽车,汉腾X5,2018款 1.5L 手动 精英版,汉腾X5空调冷热不能转换只有热风,"H101,",2020-06-13,信息审核
483737,广汽讴歌,讴歌CDX,2016款 1.5T 两驱尊享版,广汽讴歌CDX行驶时变速箱顿挫严重	,"B19,",2020-06-13,信息审核
483736,北京现代,悦动,2018款 1.6L 自动 悦目版 GL 国VI,北京现代悦动引擎盖漆面有气泡存在黑点,"H81,",2020-06-13,信息审核
483735,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹AB柱异响4S店无法解决	,"H164,",2020-06-13,信息审核
483734,一汽-大众,宝来,2019款 1.5L 自动 精英型,一汽大众宝来前风挡玻璃开裂希望处理,"H113,",2020-06-13,处理反馈
483730,北京现代,菲斯塔,2019款 280TGDi 运动版 国VI,北京现代菲斯塔方向盘异响希望得到处理,"D59,",2020-06-13,信息审核
483729,一汽-大众,速腾,2019款 280TSI DSG 豪华型 国VI,一汽大众速腾变速箱顿挫 没有坡道辅助,"B19,M279,",2020-06-13,处理反馈
483725,北京现代,菲斯塔,2019款 280TGDi 智速版 国VI,北京现代菲斯塔方向管柱异响多次更换无果,"D59,J298,",2020-06-13,信息审核
483721,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内多处异响希望处理,"H164,H93,",2020-06-13,信息审核
483720,一汽-大众奥迪,奥迪A4L,2018款 1.4T 进取型 30周年年型,一汽大众奥迪A4L车内异味严重甲醛苯严重超标,"H185,",2020-06-13,信息审核
483717,吉利汽车,帝豪,2019款 领军版 1.5L 手动 时尚型 国V,吉利帝豪变速箱漏油维修后未解决,"B22,",2020-06-13,处理反馈
483716,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内多处异响希望处理。,"H72,H164,H93,H31,",2020-06-13,信息审核
483715,一汽丰田,亚洲龙,2019款 2.5L Touring 尊贵版 国Ⅵ,一汽丰田亚洲龙天窗异响一直无法解决,"H89,",2020-06-13,信息审核
483713,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹优科豪马轮胎侧面鼓包,"F39,",2020-06-13,信息审核
483711,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹B柱异响严重影响驾驶,"H164,",2020-06-13,信息审核
483708,一汽奔腾,奔腾T77,2019款 230 TID 自动 舒适型 国V,奔腾T77遥控钥匙失灵无法正常使用,"A34,H119,",2020-06-13,信息审核
483705,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳发现左大灯透镜内有白色雾状,"H82,",2020-06-13,处理反馈
483703,东风日产,天籁,2019款 2.0L XL 舒适版,东风日产天籁减震器异响 车漆略薄,"G52,",2020-06-13,处理反馈
483699,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内异响严重希望尽快处理,"H164,H209,",2020-06-13,信息审核
483695,北汽新能源,北汽新能源EX,2018款 EX360 新尚版,北汽新能源EX系列右前轮毂轴承处有异响,"G125,",2020-06-13,处理反馈
483694,东风本田,INSPIRE,2019款 锐·混动 2.0L 净尚版 国V,东风本田INSPIRE后排饰板存在异响,"H72,",2020-06-13,处理反馈
483693,一汽丰田,奕泽IZOA,2018款 2.0L 奕驰版 国V,一汽丰田奕泽减震器漏油中控共振及异响,"G25,H93,",2020-06-13,信息审核
483691,吉利汽车,帝豪GS,2016款 1.3T 自动 臻尚型 优雅版,吉利帝豪GS发动机抖动前悬挂减震异响,"A24,B19,G52,G56,",2020-06-13,处理反馈
483690,众泰汽车,众泰T700,2017款 1.8T 双离合 旗舰型,众泰T700右后减震器漏油没有配件,"G25,G51,N318,",2020-06-13,用户评分
483687,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹B柱中控后排异响,"H164,H93,",2020-06-13,信息审核
483685,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际车机无法升级 前桥方向机异响,"D59,G158,O348,",2020-06-13,处理反馈
483683,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹行驶过程中B柱有异常响声,"H164,",2020-06-13,信息审核
483677,北汽新能源,EV系列,2015款 EV160 轻秀版,北汽新能源EV系列电机故障导致失去动力,"H343,",2020-06-13,处理反馈
483675,东风雪铁龙,世嘉,2013款 1.6L 手动 品享型 三厢,东风雪铁龙世嘉碳罐堵塞油表显示不准,"H271,",2020-06-13,用户评分
483671,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台与踩刹车底盘异响,"G56,H93,",2020-06-13,信息审核
483661,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹中控与AB柱异响,"H164,H93,",2020-06-13,信息审核
483660,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408发动机烧机油 空调不制冷,"A63,H101,",2020-06-13,处理反馈
483659,上汽集团,名爵HS,2019款 20T 自动 两驱 Trophy超跑版 国VI,上汽名爵HS电瓶亏电导致无法启动,"H146,",2020-06-13,处理反馈
483656,猎豹汽车,猎豹CS10,2017款 2.0T 手动 风尚型,猎豹CS10刹车偏软影响安全驾驶希望处理,"E269,",2020-06-13,信息审核
483653,沃尔沃亚太,沃尔沃S60,2018款 2.0T T4 智远版,沃尔沃S60开启制冷后存在水流声和口哨声,"H101,",2020-06-13,信息审核
483651,吉利汽车,帝豪,2014款 1.3T 手动 尊贵型 三厢,吉利帝豪后排顶灯无故掉落要求处理,"H179,",2020-06-13,处理反馈
483650,东风日产,逍客,2016款 2.0L CVT 豪华版,东风日产逍客变速箱阀体故障希望处理,"B115,",2020-06-13,处理反馈
483649,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙车内异响严重希望处理,"H164,",2020-06-13,信息审核
483646,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408正时皮带掉毛发动机烧机油,"A63,A336,",2020-06-13,处理反馈
483643,上汽大众,朗逸,2019款 280TSI DSG 豪华版 国VI,上汽大众朗逸变速箱异响希望得到处理,"B33,",2020-06-12,信息审核
483642,吉利汽车,吉利icon,2020款 300T i9 BSG,吉利icon厂家置换补贴政策不兑现,"L313,",2020-06-12,信息审核
483641,奇瑞汽车,艾瑞泽GX,2018款 1.5T CVT 型色版 国V,奇瑞艾瑞泽GX车门生锈严重希望尽快处理,"H79,",2020-06-12,处理反馈
483636,上汽斯柯达,速派,2019款 改款 TSI280 DSG 舒适版,斯柯达速派经销商无配件导致维修时间长,"N318,",2020-06-12,信息审核
483633,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内异响严重影响驾驶	,"H164,",2020-06-12,信息审核
483630,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408底盘异响多次维修未解决,"G56,J298,",2020-06-12,处理反馈
483628,一汽-大众,T-ROC探歌,2019款 280TSI DSG 两驱 进取型 国VI,一汽大众探歌大灯发白影响夜晚驾驶安全,"H82,",2020-06-12,处理反馈
483627,东风雪铁龙,C4世嘉,2016款 1.6L 自动 舒适型,东风雪铁龙C4世嘉方向盘抖动异响,"D59,D80,",2020-06-12,处理反馈
483626,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎开裂影响安全,"F100,",2020-06-12,信息审核
483625,一汽-大众,高尔夫,2016款 1.6L  自动 时尚型,一汽大众高尔夫两次出现传动装置报警,"B96,",2020-06-12,处理反馈
483624,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹B柱及中控异响	,"H164,H93,",2020-06-12,信息审核
483621,江淮汽车,江淮iEV7S,2017款 智尊型,江淮iEV7S动力电池易断电抛锚影响使用,"H343,",2020-06-12,信息审核
483619,上汽集团,名爵HS,2019款 20T 自动 两驱 豪华版 国VI,上汽名爵HS大灯经常性起雾希望处理,"H88,",2020-06-12,处理反馈
483618,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳变速箱异响顿挫 大灯发白,"B33,B19,E47,H82,",2020-06-12,用户评分
483617,北京现代,菲斯塔,2019款 280TGDi 智速版 国V,北京现代菲斯塔高速行驶中涡轮增压突然失效,"A189,",2020-06-12,信息审核
483616,一汽丰田,卡罗拉,2017款 1.8L CVT 精英版 改款 双擎,一汽丰田卡罗拉车内异味严重影响健康,"H185,",2020-06-12,信息审核
483615,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉首保完后方向盘偏,"D154,J300,",2020-06-12,信息审核
483614,广汽新能源,Aion S(埃安S),2019款 炫 630,广汽新能源Aion S新车就出现空调不制冷,"H101,",2020-06-12,处理反馈
483613,广汽丰田,汉兰达,2018款 2.0T 四驱 豪华版 7座 国VI,广汽丰田汉兰达换装屏幕后出现故障,"H134,",2020-06-12,信息审核
483612,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚PLUS版,一汽丰田RAV4荣放两侧排气管高低不一致	,"H209,",2020-06-12,信息审核
483607,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身内饰多处异响,"D59,H164,H15,",2020-06-12,信息审核
483606,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹ABC柱与中控异响,"H164,H93,",2020-06-12,信息审核
483605,上汽大众,朗逸,2018款 280TSI DSG 舒适版 国V,上汽大众朗逸变速箱异响希望尽快处理,"B33,",2020-06-12,信息审核
483604,东风标致,标致4008,2017款 350THP 精英版,宝骏610跑高速车身抖动希望得到处理,"H268,",2020-06-12,处理反馈
483600,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内异响严重希望处理,"H164,",2020-06-12,信息审核
483598,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景导航故障 行驶跑偏 变速箱报警,"B96,G117,H21,",2020-06-12,处理反馈
483593,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4 ABC柱与中控台异响严重,"H164,H93,",2020-06-12,信息审核
483592,众泰汽车,众泰T700,2017款 1.8T 双离合 尊贵型,众泰T700主驾驶玻璃升降器不管用,"H67,N318,",2020-06-12,处理反馈
483589,福特（进口）,Mustang,2019款 2.3L EcoBoost,福特Mustang赠送免费保养不兑现,"L313,",2020-06-12,厂家受理
483587,上汽集团,名爵ZS,2020款 260TGI 自动 Trophy Pro L2+,上汽名爵ZS经销商倒闭不退押金 赠送不兑现,"K309,L313,",2020-06-12,处理反馈
483586,奇瑞汽车,捷途X70,2018款 1.5T 手动 悦行版,捷途X70发动机怠速抖动严重希望处理,"A24,",2020-06-12,处理反馈
483584,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,一汽丰田RAV4荣放前轮半轴防尘套渗油	,"G51,",2020-06-12,信息审核
483581,奇瑞汽车,捷途X70,2020款 1.5T 手动 畅行版 7座,捷途X70发动机异响 怠速异响无法解决,"A9,",2020-06-12,处理反馈
483577,广汽丰田,凯美瑞,2009款 240G 自动 豪华版,广汽丰田凯美瑞仪表台高温出油粘手,"H176,",2020-06-12,信息审核
483576,一汽-大众,高尔夫,2016款 1.6L  自动 时尚型,一汽大众高尔夫变速箱顿挫异响希望处理,"B33,B19,",2020-06-12,处理反馈
483574,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速器异响 大灯透镜起白雾,"B33,H82,I293,",2020-06-12,处理反馈
483572,奔驰（进口）,奔驰C级（进口）,2015款 200 旅行轿车,进口奔驰C级车内异味希望厂家召回	,"H185,",2020-06-12,信息审核
483567,一汽马自达,阿特兹,2018款 2.5L 蓝天运动版 国V,一汽马自达阿特兹变速箱漏油 油底壳掉漆	,"B22,",2020-06-12,信息审核
483566,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408空调不制冷希望得到处理,"H101,",2020-06-12,处理反馈
483563,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹发动机漏油 B柱和天窗异响,"A12,H164,H89,",2020-06-12,信息审核
483562,奇瑞汽车,艾瑞泽5,2016款 1.5L CVT 领锐版,奇瑞艾瑞泽5行驶过程中天窗自动打开关不上,"H192,",2020-06-12,处理反馈
483561,吉利汽车,吉利GX7,2015款 2.0L 自动 尊享型 运动版,吉利GX7冷车启动发动机异响升挡顿挫,"A9,B19,",2020-06-12,处理反馈
483560,广汽丰田,YARiS L 致炫,2016款 1.5G 手动 炫动版 改款,广汽丰田致炫发动机二缸不工作要求处理,"A91,",2020-06-12,信息审核
483559,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱异响顿挫不升挡,"B33,B19,B20,",2020-06-12,处理反馈
483558,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳发动机EPC报警 无法启动,"A34,A44,H170,",2020-06-12,处理反馈
483556,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,一汽丰田RAV4荣放车门出现明显鼓包,"H81,",2020-06-12,信息审核
483555,吉利汽车,帝豪,2018款 1.5L 手动 向上互联版,吉利帝豪经销商喷漆表面粗糙损坏其他部位,"J300,J303,",2020-06-12,处理反馈
483554,一汽-大众,高尔夫,2015款 1.6L 自动 舒适型,一汽大众高尔夫换挡逻辑设计不合理,"B96,",2020-06-12,处理反馈
483552,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌低速顿挫 刹车有拖拽感	,"B19,I295,I294,",2020-06-12,信息审核
483549,长城汽车,哈弗F5,2018款 1.5T i型版,哈弗F5起步换挡变速箱严重顿挫,"B19,",2020-06-12,处理反馈
483547,一汽-大众,宝来,2016款 1.6L 自动 时尚型,宝来发动机异响 销售指定贷款及保险公司,"I293,K325,",2020-06-12,处理反馈
483545,东风雷诺,科雷傲,2017款 2.0L 两驱 豪华版,东风雷诺科雷傲发动机抖 变速箱顿挫 刹车异响	,"A24,B19,E43,H185,",2020-06-12,信息审核
483543,华晨宝马,宝马5系新能源,2020款 530Le 里程升级版 豪华套装,华晨宝马5系新能源暴晒方向盘控制失灵,"H134,",2020-06-12,信息审核
483542,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越Pro无前雾灯与宣传不符要求加装,"M279,",2020-06-12,处理反馈
483541,东风日产,逍客,2017款 2.0L CVT 精英版 国Ⅵ,东风日产逍客变速箱加速无力4S店不给保修,"B334,I295,I297,I293,",2020-06-12,处理反馈
483540,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国V,一汽大众奥迪刹车异响变速箱降挡顿挫异响,"B33,E43,I295,",2020-06-12,信息审核
483538,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统卡顿希望厂家尽快解决,"H155,",2020-06-12,用户评分
483537,一汽红旗,红旗HS5,2019款 2.0T 智联旗享四驱版,一汽红旗HS5车内异响严重4S店未解决,"H164,I295,J298,",2020-06-12,信息审核
483536,上汽大众,凌渡,2018款 280TSI 双离合 舒适版,上汽大众凌渡空调异味严重4S店不给解决,"H121,I295,",2020-06-12,信息审核
483535,东风风行,景逸X5,2019款 X5L 1.5T 手动 豪华型,东风风行景逸X5行驶熄火希望得到处理,"A14,",2020-06-12,处理反馈
483533,东风雪铁龙,雪铁龙C4L,2013款 1.8L 手动 劲享版,东风雪铁龙C4L发动机烧机油越来越严重,"A63,",2020-06-12,处理反馈
483532,一汽-大众奥迪,奥迪A6L,2020款 45 TFSI 臻选动感型,一汽大众奥迪A6L变速箱倒车异响要求退车,"B33,I295,",2020-06-12,信息审核
483529,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台B柱以及C柱异响	,"H93,H15,",2020-06-12,信息审核
483528,一汽-大众奥迪,奥迪A3,2015款 Limousine 1.4T 双离合 百万纪念舒享型,一汽大众奥迪A3换挡机构故障导致故障灯亮,"B96,B184,",2020-06-12,信息审核
483527,吉利汽车,缤越,2019款 运动款 260T DCT Battle 国VI 运动款,吉利缤越刹车异响严重希望厂家处理,"E43,",2020-06-12,处理反馈
483526,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统无法升级厂家不处理,"H155,L314,O348,",2020-06-12,处理反馈
483525,奇瑞汽车,捷途X70,2020款 1.5T 手动 畅行版 5座,捷途X70变速箱内部损坏要求厂家赔偿,"B77,",2020-06-12,处理反馈
483524,长城汽车,哈弗H2,2018款 1.5T 手动 两驱 风尚型 创享版 国V,哈弗H2变速箱低速异响踩下离合踏板后消失,"B33,",2020-06-12,处理反馈
483523,吉利汽车,博瑞,2017款 1.8T 尊贵型,吉利博瑞行驶过程中变速箱有顿挫现象,"B19,",2020-06-12,处理反馈
483521,吉利汽车,星越,2020款 350T 驭星者,吉利星越拉杆变形方向盘无法回正,"G252,",2020-06-12,处理反馈
483520,比亚迪,比亚迪S7,2015款 2.0T 自动 尊贵型,比亚迪S7变速箱控制单元损坏4S店不保修,"B20,B115,B246,I295,I297,J298,O324,",2020-06-12,用户评分
483519,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领锐版,奇瑞艾瑞泽5天窗自动打开无法关闭无配件,"H192,N318,",2020-06-12,处理反馈
483516,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机与宣传不符系统卡滞,"H155,L313,",2020-06-12,处理反馈
483514,一汽马自达,马自达CX-4,2018款 2.0L 自动 两驱 蓝天活力版 国VI,一汽马自达CX-4车身中控与刹车异响,"E43,H93,H15,",2020-06-12,信息审核
483510,吉利新能源,嘉际新能源,2019款 1.5TD PHEV 尊享型,吉利嘉际新能源车机蓝牙接电话无声音,"H134,H21,H155,O348,",2020-06-12,处理反馈
483508,上汽大众,朗逸,2017款 230TSI 双离合 舒适版,上汽大众朗逸离合器打滑变速箱跳挡,"B27,C16,",2020-06-12,信息审核
483506,广汽本田,飞度,2004款 两厢飞度 1.5 MT,广汽本田飞度方向机卡滞4S店否认问题,"D123,I295,I297,L314,",2020-06-12,处理反馈
483505,一汽-大众奥迪,奥迪A3,2019款 Sportback 35 TFSI 进取型 国V,一汽大众奥迪A3发动机舱内异响车身共振 ,"A9,B33,H268,H110,",2020-06-12,信息审核
483502,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统卡顿导航版本低厂家未回复,"H134,H155,I294,L314,M279,",2020-06-12,处理反馈
483499,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶过程中B柱出现异响,"H15,",2020-06-12,信息审核
483498,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4行驶时车身异响 刹车失灵,"E29,H15,",2020-06-12,信息审核
483496,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身异响无法解决,"H15,",2020-06-12,信息审核
483495,上汽集团,名爵6新能源,2018款 45T E-DRIVE智驱混动 PILOT超级互联网版,上汽名爵6新能源刹车失灵 电瓶亏电,"E29,H146,H234,",2020-06-12,处理反馈
483492,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机卡顿黑屏闪退 系统不能更新,"H134,M279,",2020-06-12,处理反馈
483488,众泰汽车,众泰T700,2017款 1.8T 双离合 尊享型,众泰T700轮胎吃胎偏磨厂家未回复处理,"G245,H168,I294,N318,",2020-06-12,处理反馈
483487,东风标致,标致5008,2019款 380THP 精英版 7座,东风标致5008在4S店首保后发动机烧机油,"A63,",2020-06-12,处理反馈
483483,众泰汽车,众泰T600,2017款 1.5T 手动 豪华 贺岁版,众泰T600发动机漏防冻液4S店退网无法维修,"A37,C207,H168,H67,I295,I294,N318,O326,",2020-06-12,处理反馈
483482,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机卡顿 车机系统与宣传不符,"H155,M279,",2020-06-12,处理反馈
483481,比亚迪,比亚迪F3,2016款 1.5L 手动 舒适型,比亚迪F3发动机异响希望尽快得到处理,"A9,",2020-06-12,处理反馈
483477,长城汽车,哈弗H6 Coupe,2016款 1.5T 自动 两驱精英型,哈弗H6 Coupe悬架漆面开裂生锈厂家拒绝更换,"H79,H81,",2020-06-12,处理反馈
483476,东风本田,本田CR-V,2019款 240TURBO CVT 两驱 舒适版 国V,东风本田CR-V发动机自动熄火无法启动,"A24,A14,A44,",2020-06-12,处理反馈
483472,上汽通用五菱,五菱宏光V,2019款 1.5L 标准型 L2B,上汽通用五菱宏光V经销商出售库存车,"M283,",2020-06-12,信息审核
483469,一汽-大众,迈腾,2019款 330TSI DSG 领先型 国V,一汽大众迈腾变速箱故障机电单元损坏,"B115,",2020-06-12,用户评分
483467,雷克萨斯,雷克萨斯ES,2020款 200 卓越版,雷克萨斯ES机油增多超过标尺线刻度,"A339,",2020-06-12,信息审核
483466,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸4S店出售库存车要求厂家处理,"M283,",2020-06-12,信息审核
483462,上汽集团,名爵ZS,2017款 1.5L 手动 风尚版,上汽名爵ZS续保押金无法退还4S店退网,"K309,",2020-06-12,处理反馈
483460,奇瑞汽车,捷途X70,2019款 1.5T DCT 悦行版,捷途X70车身维修事故后出现生锈现象,"J300,J303,",2020-06-12,处理反馈
483458,吉利汽车,星越,2019款 改款 350T 驭星者AWD,吉利星越实车多项配置与厂家宣传不符	,"M279,",2020-06-12,厂家受理
483457,北京现代,领动,2018款 1.4T 双离合 炫动·活力型,北京现代领动涡轮增压器异响4S店不给保修,"A189,I297,J304,",2020-06-12,信息审核
483455,东风标致,标致308,2014款 乐享版 经典 1.6L 手动 优尚型,东风标致308后门音响进水导致失灵,"H109,",2020-06-12,用户评分
483454,众泰汽车,众泰T700,2017款 1.8T 双离合 尊贵型,众泰T700A柱和C柱饰板有明显断裂现象,"H168,",2020-06-12,处理反馈
483450,吉利汽车,博瑞,2015款 1.8T 旗舰型,吉利博瑞影音系统出现黑屏厂家不给保修,"H134,I297,",2020-06-12,用户评分
483447,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸更换离合器后变速箱挂挡顿挫,"B19,C87,I295,I297,J298,",2020-06-12,信息审核
483446,上汽通用五菱,五菱宏光,2019款 1.5L S 基本型 国VI LAR,上汽通用五菱宏光发动机故障灯亮维修未解决,"A34,H234,",2020-06-12,处理反馈
483445,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内多处异响无法解决,"H164,",2020-06-12,用户评分
483444,众泰汽车,大迈X7,2017款 2.0T DCT 旗舰型,众泰大迈X7发动机无法启动厂家无配件,"A44,N318,",2020-06-12,信息审核
483443,长安铃木,奥拓,2016款 1.0L 自动 豪华炫动版,长安铃木奥拓出现事故导致发动机舱自燃,"H103,H40,",2020-06-12,厂家受理
483441,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身以及车门异响严重,"H72,H15,",2020-06-12,信息审核
483438,奇瑞汽车,艾瑞泽5,2017款 1.5L 手动 精英版,奇瑞艾瑞泽5行驶过程中前减震器有异响,"G52,",2020-06-12,处理反馈
483437,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 都市版,一汽丰田RAV4荣放购车缴纳定金未退还,"K309,",2020-06-12,信息审核
483436,奇瑞捷豹路虎,发现神行,2019款 240PS SE版 国VI,奇瑞捷豹路虎发现神行天窗玻璃爆裂,"H113,",2020-06-12,处理反馈
483434,上汽大众,途观L,2019款 380TSI 自动 四驱 智动豪华版 7座 国VI,上汽大众途观L高速行驶中后视镜有口哨声,"H211,",2020-06-12,信息审核
483433,华晨宝马,宝马5系新能源,2018款 530Le 豪华套装,华晨宝马5系新能源高压电瓶多次出现故障,"A44,H101,H343,I295,I297,L314,",2020-06-12,处理反馈
483431,广汽本田,雅阁,2018款 260TURBO 豪华版 国VI,广汽本田雅阁车身漆面有花纹无人处理问题,"H81,",2020-06-12,处理反馈
483429,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内多处异响厂家未解决,"H164,H93,H89,I295,",2020-06-12,处理反馈
483428,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机与宣传不符要求更换硬件升级,"H155,M279,",2020-06-12,处理反馈
483423,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,一汽大众奥迪A6L发动机熄火4S店不解决,"A24,A14,H155,I295,I281,J298,J300,J303,",2020-06-12,信息审核
483422,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎开裂影响行车安全,"F100,",2020-06-12,信息审核
483420,一汽-大众,速腾,2018款 280TSI 双离合 豪华型,一汽大众速腾韩泰轮胎开裂厂家不给处理,"F100,",2020-06-12,用户评分
483415,猎豹汽车,Mattu,2018款 1.6T GDI DCT 尊贵型,猎豹Mattu变速箱无动力输出厂家不给处理,"B96,B334,I295,I294,",2020-06-12,信息审核
483412,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹B柱中控异响4S店不解决,"H164,H93,I295,",2020-06-12,用户评分
483411,云度新能源,云度π1,2018款 Pro 乐派型,云度新能源π1转向机异响无配件厂家不处理,"D59,I295,N320,",2020-06-12,处理反馈
483409,东风本田,本田UR-V,2017款 240TURBO 两驱 豪华版 国V,东风本田UR-V机油增多存在质量问题,"A339,",2020-06-12,用户评分
483406,北汽新能源,北汽新能源EU5,2019款 R500 智风版,北汽新能源EU5续航里程短轮胎吃胎偏磨,"G245,G125,H343,",2020-06-12,处理反馈
483404,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹车内两侧B柱异响,"H15,",2020-06-12,处理反馈
483401,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳大灯透镜发白 车灯亮度低,"H82,",2020-06-12,用户评分
483400,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹两侧B柱和中控台异响,"H93,H15,",2020-06-12,用户评分
483399,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹行驶过程中B柱天窗有异响,"H93,H15,H89,",2020-06-12,处理反馈
483397,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎开裂存在安全隐患,"F100,",2020-06-12,处理反馈
483396,上汽大众,朗逸,2017款 1.6L 自动 风尚版,上汽大众朗逸车内异味严重4S店无法处理,"H185,I295,",2020-06-12,信息审核
483394,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹A柱B柱异响厂家不回复,"H164,I294,",2020-06-12,用户评分
483392,吉利汽车,缤瑞,2018款 14T CVT 缤致版,吉利缤瑞车机版本过低要求尽快升级,"H155,",2020-06-12,用户评分
483390,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天探索版,一汽马自达CX-4 ABC柱及后备箱异响,"H164,H68,I295,",2020-06-12,用户评分
483387,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际导航版本低 在线升级与宣传不符,"M279,",2020-06-12,用户评分
